Dn-Score (degree corrected),DyNet Rewiring (Dn-score),Edge Count,IFNG_pos.sif_present,name,osm_pos.sif_present,selected,shared name
0.5,0.5,1,FALSE,http://pathwaycommons.org/pc2/TemplateReactionRegulation_15879cd5a48c8082356cdf5ed116d7aa http://pathwaycommons.org/pc2/TemplateReaction_6d58f7c4f5bd4cdc25b382084ed9d253 http://pathwaycommons.org/pc2/TemplateReactionRegulation_29de3063ae60c1f5550a655423c62f58 http://pathwaycommons.org/pc2/TemplateReaction_9508b745c2c8e17bf91803766bc5d42e,TRUE,FALSE,http://pathwaycommons.org/pc2/TemplateReactionRegulation_15879cd5a48c8082356cdf5ed116d7aa http://pathwaycommons.org/pc2/TemplateReaction_6d58f7c4f5bd4cdc25b382084ed9d253 http://pathwaycommons.org/pc2/TemplateReactionRegulation_29de3063ae60c1f5550a655423c62f58 http://pathwaycommons.org/pc2/TemplateReaction_9508b745c2c8e17bf91803766bc5d42e
0.16666666666666666,0.5,3,TRUE,IRF2,TRUE,FALSE,IRF2
0,0,2,TRUE,TAP1,TRUE,FALSE,TAP1
0.37499999999999994,1.4999999999999998,4,TRUE,DDIT3,TRUE,FALSE,DDIT3
0.5,0.5,1,FALSE,TFRC,TRUE,FALSE,TFRC
0.5,0.5,1,FALSE,http://pathwaycommons.org/pc2/TemplateReaction_da2c41dca0720174205585bdc4d8decf http://pathwaycommons.org/pc2/TemplateReactionRegulation_c740ea9654a5c80d02d06285ec985c86,TRUE,FALSE,http://pathwaycommons.org/pc2/TemplateReaction_da2c41dca0720174205585bdc4d8decf http://pathwaycommons.org/pc2/TemplateReactionRegulation_c740ea9654a5c80d02d06285ec985c86
0.5000000000000001,1.0000000000000002,2,FALSE,FLOT2,TRUE,FALSE,FLOT2
0.5,0.5,1,FALSE,http://pathwaycommons.org/pc2/TemplateReactionRegulation_de4b8e6dba870ffcfb3361210effd875 http://pathwaycommons.org/pc2/TemplateReaction_bfa0cf37b01b5f5a745c1f99f64b11c8,TRUE,FALSE,http://pathwaycommons.org/pc2/TemplateReactionRegulation_de4b8e6dba870ffcfb3361210effd875 http://pathwaycommons.org/pc2/TemplateReaction_bfa0cf37b01b5f5a745c1f99f64b11c8
0.5,0.5,1,FALSE,NEDD4L,TRUE,FALSE,NEDD4L
0.5,0.5,1,FALSE,http://pathwaycommons.org/pc2/TemplateReaction_38a2ef13a4be51e4202897128894e87d http://pathwaycommons.org/pc2/TemplateReactionRegulation_e6c8e8449f609e4aa7495543eb27e338,TRUE,FALSE,http://pathwaycommons.org/pc2/TemplateReaction_38a2ef13a4be51e4202897128894e87d http://pathwaycommons.org/pc2/TemplateReactionRegulation_e6c8e8449f609e4aa7495543eb27e338
0.5,0.5,1,FALSE,ENPP2,TRUE,FALSE,ENPP2
0.49999999999999994,1.4999999999999998,3,FALSE,GJA1,TRUE,FALSE,GJA1
0.5,0.5,1,FALSE,http://pathwaycommons.org/pc2/TemplateReactionRegulation_f2e8812bd7f07e2a5364b3e02d7819fb http://pathwaycommons.org/pc2/TemplateReaction_8e167fd2a1a2e05ae290734f19b22e83,TRUE,FALSE,http://pathwaycommons.org/pc2/TemplateReactionRegulation_f2e8812bd7f07e2a5364b3e02d7819fb http://pathwaycommons.org/pc2/TemplateReaction_8e167fd2a1a2e05ae290734f19b22e83
0.5,0.5,1,FALSE,http://pathwaycommons.org/pc2/TemplateReactionRegulation_c71257b9f135d1b7056a7b89fe037318 http://pathwaycommons.org/pc2/TemplateReaction_15746ade026d10261ad7311a6931976b,TRUE,FALSE,http://pathwaycommons.org/pc2/TemplateReactionRegulation_c71257b9f135d1b7056a7b89fe037318 http://pathwaycommons.org/pc2/TemplateReaction_15746ade026d10261ad7311a6931976b
0.49999999999999994,1.4999999999999998,3,FALSE,MMP14,TRUE,FALSE,MMP14
0.5,0.5,1,FALSE,http://pathwaycommons.org/pc2/TemplateReaction_44ba3f2983356e7dea063125312f8fdd http://pathwaycommons.org/pc2/TemplateReactionRegulation_99aa3d326d5de402fff02938053f05f2,TRUE,FALSE,http://pathwaycommons.org/pc2/TemplateReaction_44ba3f2983356e7dea063125312f8fdd http://pathwaycommons.org/pc2/TemplateReactionRegulation_99aa3d326d5de402fff02938053f05f2
0.5000000000000001,1.0000000000000002,2,FALSE,GFAP,TRUE,FALSE,GFAP
0.5,0.5,1,FALSE,VCAN,TRUE,FALSE,VCAN
0.5,0.5,1,FALSE,http://pathwaycommons.org/pc2/TemplateReactionRegulation_8c19f9b3ad289c6d0bbd2d82c10b39ad http://pathwaycommons.org/pc2/TemplateReaction_e1e4920b1505f7d5722181a9b2507d9d,TRUE,FALSE,http://pathwaycommons.org/pc2/TemplateReactionRegulation_8c19f9b3ad289c6d0bbd2d82c10b39ad http://pathwaycommons.org/pc2/TemplateReaction_e1e4920b1505f7d5722181a9b2507d9d
0.125,0.5,4,TRUE,BIRC3,TRUE,FALSE,BIRC3
0.25,0.5,2,TRUE,http://pathwaycommons.org/pc2/TemplateReaction_fed714640ead0e0a8cdebae4e14e7c29 http://pathwaycommons.org/pc2/TemplateReactionRegulation_e3b27bd58dfe91a0569f98c0e5688803,TRUE,FALSE,http://pathwaycommons.org/pc2/TemplateReaction_fed714640ead0e0a8cdebae4e14e7c29 http://pathwaycommons.org/pc2/TemplateReactionRegulation_e3b27bd58dfe91a0569f98c0e5688803
0.5000000000000001,1.0000000000000002,2,FALSE,CD36,TRUE,FALSE,CD36
0.5,0.5,1,FALSE,http://identifiers.org/reactome/R-HSA-560517 http://identifiers.org/reactome/R-HSA-1989789,TRUE,FALSE,http://identifiers.org/reactome/R-HSA-560517 http://identifiers.org/reactome/R-HSA-1989789
0.5000000000000001,1.0000000000000002,2,FALSE,JAG1,TRUE,FALSE,JAG1
0.5,0.5,1,FALSE,http://pathwaycommons.org/pc2/TemplateReaction_41b226df8f5336429d17e117d6ca9cf1 http://pathwaycommons.org/pc2/TemplateReactionRegulation_8a0a2673b4291e380815629adcff414c,TRUE,FALSE,http://pathwaycommons.org/pc2/TemplateReaction_41b226df8f5336429d17e117d6ca9cf1 http://pathwaycommons.org/pc2/TemplateReactionRegulation_8a0a2673b4291e380815629adcff414c
0.25,0.5,2,TRUE,ZFP36,TRUE,FALSE,ZFP36
0.3333333333333334,1.0000000000000002,3,TRUE,CASP1,TRUE,FALSE,CASP1
0.25,0.5,2,TRUE,http://identifiers.org/reactome/R-HSA-6798081 http://identifiers.org/reactome/R-HSA-6798105,TRUE,FALSE,http://identifiers.org/reactome/R-HSA-6798081 http://identifiers.org/reactome/R-HSA-6798105
0.5,0.5,1,FALSE,BNIP3,TRUE,FALSE,BNIP3
0.5,0.5,1,FALSE,http://pathwaycommons.org/pc2/TemplateReaction_624aa453bf4406669774ee66796ea1bc http://pathwaycommons.org/pc2/TemplateReactionRegulation_c90fd7dd1f283027da16e2c6cfc5ae37,TRUE,FALSE,http://pathwaycommons.org/pc2/TemplateReaction_624aa453bf4406669774ee66796ea1bc http://pathwaycommons.org/pc2/TemplateReactionRegulation_c90fd7dd1f283027da16e2c6cfc5ae37
0.5000000000000001,1.0000000000000002,2,FALSE,ITGB4,TRUE,FALSE,ITGB4
0.5,0.5,1,FALSE,http://pathwaycommons.org/pc2/TemplateReaction_c077813d7ffb276162a1a25428b3c4f2 http://pathwaycommons.org/pc2/TemplateReactionRegulation_3f162524e7ceabe98cae6d79e78d21ad,TRUE,FALSE,http://pathwaycommons.org/pc2/TemplateReaction_c077813d7ffb276162a1a25428b3c4f2 http://pathwaycommons.org/pc2/TemplateReactionRegulation_3f162524e7ceabe98cae6d79e78d21ad
0.5,0.5,1,FALSE,http://pathwaycommons.org/pc2/TemplateReactionRegulation_38f2680a2498147d11fbfdbe82389a5c http://pathwaycommons.org/pc2/TemplateReaction_78a157d91d9f979487c087e06ac59543,TRUE,FALSE,http://pathwaycommons.org/pc2/TemplateReactionRegulation_38f2680a2498147d11fbfdbe82389a5c http://pathwaycommons.org/pc2/TemplateReaction_78a157d91d9f979487c087e06ac59543
0.3333333333333334,1.0000000000000002,3,TRUE,ACSL1,TRUE,FALSE,ACSL1
0.3333333333333334,1.0000000000000002,3,TRUE,http://identifiers.org/reactome/R-HSA-1989787 http://identifiers.org/reactome/R-HSA-1989778 http://identifiers.org/reactome/R-HSA-1989815,TRUE,FALSE,http://identifiers.org/reactome/R-HSA-1989787 http://identifiers.org/reactome/R-HSA-1989778 http://identifiers.org/reactome/R-HSA-1989815
0.41666666666666674,4,6,TRUE,FOSL2,TRUE,FALSE,FOSL2
0.5,0.5,1,FALSE,http://pathwaycommons.org/pc2/TemplateReactionRegulation_f2e8812bd7f07e2a5364b3e02d7819fb http://pathwaycommons.org/pc2/TemplateReaction_a5f4d9b1c41d96788da91311cb2092da http://pathwaycommons.org/pc2/TemplateReaction_8e167fd2a1a2e05ae290734f19b22e83 http://pathwaycommons.org/pc2/TemplateReactionRegulation_76a6217adaf2c9ccd148bb9bf22a0095,TRUE,FALSE,http://pathwaycommons.org/pc2/TemplateReactionRegulation_f2e8812bd7f07e2a5364b3e02d7819fb http://pathwaycommons.org/pc2/TemplateReaction_a5f4d9b1c41d96788da91311cb2092da http://pathwaycommons.org/pc2/TemplateReaction_8e167fd2a1a2e05ae290734f19b22e83 http://pathwaycommons.org/pc2/TemplateReactionRegulation_76a6217adaf2c9ccd148bb9bf22a0095
0.5,0.5,1,FALSE,http://pathwaycommons.org/pc2/TemplateReactionRegulation_b169a9487c581695ee2ba5cc8d0eacbf http://pathwaycommons.org/pc2/TemplateReaction_a4ded2061ec7fa3ca30d7d060b5d1b80,TRUE,FALSE,http://pathwaycommons.org/pc2/TemplateReactionRegulation_b169a9487c581695ee2ba5cc8d0eacbf http://pathwaycommons.org/pc2/TemplateReaction_a4ded2061ec7fa3ca30d7d060b5d1b80
0.5,0.5,1,FALSE,CSF1,TRUE,FALSE,CSF1
0,0,1,TRUE,RORC,TRUE,FALSE,RORC
0.5,0.5,1,FALSE,DST,TRUE,FALSE,DST
0.5,0.5,1,FALSE,http://pathwaycommons.org/pc2/TemplateReactionRegulation_b6535c50010f398a7d6a0e9386927380 http://pathwaycommons.org/pc2/TemplateReactionRegulation_1f53b991e08687e8f55b3fdab6dfcb36 http://pathwaycommons.org/pc2/TemplateReaction_a5349ec66220c9ee06e11de26a1cf27a http://pathwaycommons.org/pc2/TemplateReaction_4419483422ce3db13adcbfd5d216f8f2,TRUE,FALSE,http://pathwaycommons.org/pc2/TemplateReactionRegulation_b6535c50010f398a7d6a0e9386927380 http://pathwaycommons.org/pc2/TemplateReactionRegulation_1f53b991e08687e8f55b3fdab6dfcb36 http://pathwaycommons.org/pc2/TemplateReaction_a5349ec66220c9ee06e11de26a1cf27a http://pathwaycommons.org/pc2/TemplateReaction_4419483422ce3db13adcbfd5d216f8f2
0,0,3,TRUE,IFIT3,TRUE,FALSE,IFIT3
0.5,0.5,1,FALSE,HSD11B1,TRUE,FALSE,HSD11B1
0.5,0.5,1,FALSE,GRHL1,TRUE,FALSE,GRHL1
0.5,0.5,1,FALSE,http://identifiers.org/reactome/R-HSA-1989748 http://identifiers.org/reactome/R-HSA-1989826,TRUE,FALSE,http://identifiers.org/reactome/R-HSA-1989748 http://identifiers.org/reactome/R-HSA-1989826
0.3333333333333334,1.0000000000000002,3,TRUE,SAA1,TRUE,FALSE,SAA1
0.5,0.5,1,FALSE,DIO2,TRUE,FALSE,DIO2
0.5000000000000001,1.0000000000000002,2,TRUE,HSD17B2,TRUE,FALSE,HSD17B2
0.5000000000000001,3.5000000000000004,7,FALSE,ESR1,TRUE,FALSE,ESR1
0.25000000000000006,1.0000000000000002,4,TRUE,MUC1,TRUE,FALSE,MUC1
0.5,0.5,1,FALSE,IFITM1,TRUE,FALSE,IFITM1
0.5000000000000001,1.0000000000000002,2,FALSE,CXCL1,TRUE,FALSE,CXCL1
0.49999999999999994,1.4999999999999998,3,FALSE,ESR2,TRUE,FALSE,ESR2
0.5,0.5,1,FALSE,http://pathwaycommons.org/pc2/TemplateReactionRegulation_fd5d3aa64e77cd46c799c82a648ed0a5 http://pathwaycommons.org/pc2/TemplateReaction_838821e6846463ed5ed597c2773e39e1,TRUE,FALSE,http://pathwaycommons.org/pc2/TemplateReactionRegulation_fd5d3aa64e77cd46c799c82a648ed0a5 http://pathwaycommons.org/pc2/TemplateReaction_838821e6846463ed5ed597c2773e39e1
0.5,0.5,1,FALSE,F2R,TRUE,FALSE,F2R
0,0,1,TRUE,http://identifiers.org/reactome/R-HSA-6797262 http://identifiers.org/reactome/R-HSA-6789615 http://identifiers.org/reactome/R-HSA-6797264,TRUE,FALSE,http://identifiers.org/reactome/R-HSA-6797262 http://identifiers.org/reactome/R-HSA-6789615 http://identifiers.org/reactome/R-HSA-6797264
0.5,0.5,1,FALSE,PKM,TRUE,FALSE,PKM
0.5,0.5,1,FALSE,http://pathwaycommons.org/pc2/TemplateReaction_25b498507e2bb8999810ef33f9e36b4c http://pathwaycommons.org/pc2/TemplateReactionRegulation_cc700f78d11c4740c0739e484b095b36,TRUE,FALSE,http://pathwaycommons.org/pc2/TemplateReaction_25b498507e2bb8999810ef33f9e36b4c http://pathwaycommons.org/pc2/TemplateReactionRegulation_cc700f78d11c4740c0739e484b095b36
0.5000000000000001,1.0000000000000002,2,FALSE,CISH,TRUE,FALSE,CISH
0.5000000000000001,1.0000000000000002,2,FALSE,SAA2,TRUE,FALSE,SAA2
0.5,0.5,1,FALSE,http://pathwaycommons.org/pc2/TemplateReactionRegulation_10bb887d72b8f3ed9a177121246a0c8f http://pathwaycommons.org/pc2/TemplateReaction_8f29ca151cbbb804107954b626e6d78f,TRUE,FALSE,http://pathwaycommons.org/pc2/TemplateReactionRegulation_10bb887d72b8f3ed9a177121246a0c8f http://pathwaycommons.org/pc2/TemplateReaction_8f29ca151cbbb804107954b626e6d78f
0.5,0.5,1,FALSE,CHRNE,TRUE,FALSE,CHRNE
0.5,0.5,1,FALSE,EFNA1,TRUE,FALSE,EFNA1
0.5,0.5,1,FALSE,http://pathwaycommons.org/pc2/TemplateReaction_837c2a7f4811232b0d4f87543d5e7230 http://pathwaycommons.org/pc2/TemplateReactionRegulation_5d1c0b84767c865a8afb20988aa5be3e,TRUE,FALSE,http://pathwaycommons.org/pc2/TemplateReaction_837c2a7f4811232b0d4f87543d5e7230 http://pathwaycommons.org/pc2/TemplateReactionRegulation_5d1c0b84767c865a8afb20988aa5be3e
0.25,0.5,2,TRUE,TNFAIP3,TRUE,FALSE,TNFAIP3
0.5000000000000001,1.0000000000000002,2,FALSE,ADM,TRUE,FALSE,ADM
0.5,0.5,1,FALSE,http://pathwaycommons.org/pc2/TemplateReaction_812b5ee90b6df48b517ed9383b056086 http://pathwaycommons.org/pc2/TemplateReactionRegulation_30702951bfd9ec3e2435b71f05f502a1,TRUE,FALSE,http://pathwaycommons.org/pc2/TemplateReaction_812b5ee90b6df48b517ed9383b056086 http://pathwaycommons.org/pc2/TemplateReactionRegulation_30702951bfd9ec3e2435b71f05f502a1
0.20000000000000004,1.0000000000000002,5,TRUE,IL18R1,TRUE,FALSE,IL18R1
0.25,0.5,2,TRUE,http://pathwaycommons.org/pc2/TemplateReaction_c36815c2675271340bda6851a223f766 http://pathwaycommons.org/pc2/TemplateReactionRegulation_56e4398c9bc488d30ef8983dd5af331a,TRUE,FALSE,http://pathwaycommons.org/pc2/TemplateReaction_c36815c2675271340bda6851a223f766 http://pathwaycommons.org/pc2/TemplateReactionRegulation_56e4398c9bc488d30ef8983dd5af331a
